40.63187020342297,-8.657101544495264
40.63173916666422,-8.656939196148508
40.631608129905466,-8.656776847801753
40.631477093146714,-8.656614499454998
40.63134605638796,-8.656452151108242
40.63121501962921,-8.656289802761487
40.63108398287046,-8.656127454414731
40.630952946111705,-8.655965106067976
40.63082190935295,-8.65580275772122
40.6306908725942,-8.655640409374465
40.63055983583545,-8.65547806102771
40.6304287990767,-8.655315712680954
40.630297762317944,-8.655153364334199
40.63016672555919,-8.654991015987443
40.6300466215235,-8.654799637383748
